"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",N/F
Then mum's repent how?,N/F
Sorry me going home first... Daddy come fetch ü later...,N/F
Leave it de:-). Start Prepare for next:-)..,N/F
Yes baby! We can study all the positions of the kama sutra ;),N/F
En chikku nange bakra msg kalstiya..then had tea/coffee?,N/F
Carlos'll be here in a minute if you still need to buy,N/F
This pay is  &lt;DECIMAL&gt;  lakhs:),N/F
Have a good evening! Ttyl,N/F
Did u receive my msg?,N/F
Ho ho - big belly laugh! See ya tomo,N/F
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",fraud
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,fraud
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",N/F
"I've got  &lt;#&gt; , any way I could pick up?",N/F
"I dont knw pa, i just drink milk..",N/F
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,N/F
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",N/F
Cause I'm not freaky lol,N/F
Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,N/F
What is this 'hex' place you talk of? Explain!,N/F
Ü log off 4 wat. It's sdryb8i,N/F
Is xy going 4 e lunch?,N/F
Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,fraud
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,N/F
Have you finished work yet? :),N/F
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",N/F
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",N/F
Thanks love. But am i doing torch or bold.,N/F
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,fraud
Was the farm open?,N/F
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",N/F
"My sister in law, hope you are having a great month. Just saying hey. Abiola",N/F
Will purchase d stuff today and mail to you. Do you have a po box number?,N/F
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,N/F
Good. Good job. I like entrepreneurs,N/F
"Aight, you close by or still down around alex's place?",N/F
meet you in corporation st outside gap … you can see how my mind is working!,N/F
Mum ask ü to buy food home...,N/F
K..u also dont msg or reply to his msg..,N/F
How much r ü willing to pay?,N/F
"Sorry, I'll call later",N/F
What is important is that you prevent dehydration by giving her enough fluids,N/F
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",N/F
True dear..i sat to pray evening and felt so.so i sms'd you in some time...,N/F
"I don't think I can get away for a trek that long with family in town, sorry",N/F
So when do you wanna gym harri,N/F
Quite late lar... Ard 12 anyway i wun b drivin...,N/F
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",fraud
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,fraud
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",N/F
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,N/F
08714712388 between 10am-7pm Cost 10p,fraud
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",N/F
He also knows about lunch menu only da. . I know,N/F
When i have stuff to sell i.ll tell you,N/F
+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,fraud
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,N/F
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,fraud
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,N/F
Oh is it? Send me the address,N/F
S'fine. Anytime. All the best with it.,N/F
That is wondar full flim.,N/F
Ya even those cookies have jelly on them,N/F
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",N/F
Got it! It looks scrumptious... daddy wants to eat you all night long!,N/F
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,N/F
"Alright omw, gotta change my order to a half8th",N/F
Exactly. Anyways how far. Is jide her to study or just visiting,N/F
Dunno y u ask me.,N/F
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,fraud
No he didn't. Spring is coming early yay!,N/F
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,N/F
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,N/F
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,N/F
Then why no one talking to me,N/F
Thanks for looking out for me. I really appreciate.,N/F
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,fraud
Wish i were with you now!,N/F
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,N/F
Yes i will be there. Glad you made it.,N/F
Do well :)all will for little time. Thing of good times ahead:,N/F
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,N/F
Ok. There may be a free gym about.,N/F
Men like shorter ladies. Gaze up into his eyes.,N/F
Dunno he jus say go lido. Same time 930.,N/F
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",N/F
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,fraud
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,N/F
By monday next week. Give me the full gist,N/F
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",fraud
You have an important customer service announcement from PREMIER.,fraud
Dont gimme that lip caveboy,N/F
When did you get to the library,N/F
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,N/F
So why didnt you holla?,N/F
Cant think of anyone with * spare room off * top of my head,N/F
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",N/F
U should have made an appointment,N/F
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",N/F
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",fraud
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",N/F
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,fraud
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,N/F
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",N/F
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,fraud
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",N/F
"Sorry, I'll call later",N/F
I cant pick the phone right now. Pls send a message,N/F
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,N/F
Not getting anywhere with this damn job hunting over here!,N/F
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,N/F
"idc get over here, you are not weaseling your way out of this shit twice in a row",N/F
I wil be there with in  &lt;#&gt;  minutes. Got any space,N/F
Just sleeping..and surfing,N/F
Thanks for picking up the trash.,N/F
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,N/F
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",N/F
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,N/F
That means get the door,N/F
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,N/F
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",N/F
Beerage?,N/F
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,fraud
Dont think so. It turns off like randomlly within 5min of opening,N/F
"She was supposed to be but couldn't make it, she's still in town though",N/F
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,N/F
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),fraud
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",fraud
Gud mrng dear hav a nice day,N/F
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,N/F
All e best 4 ur driving tmr :-),N/F
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,N/F
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,N/F
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,N/F
it's really getting me down just hanging around.,N/F
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",fraud
"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",N/F
Ok i msg u b4 i leave my house.,N/F
"""Gimme a few"" was  &lt;#&gt;  minutes ago",N/F
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",fraud
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,N/F
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,fraud
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,fraud
K I'll be there before 4.,N/F
I dled 3d its very imp,N/F
"sure, but make sure he knows we ain't smokin yet",N/F
Boooo you always work. Just quit.,N/F
I am taking half day leave bec i am not well,N/F
Ugh I don't wanna get out of bed. It's so warm.,N/F
S:)s.nervous  &lt;#&gt; :),N/F
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,N/F
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,fraud
I borrow ur bag ok.,N/F
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",fraud
Where's my boytoy? I miss you ... What happened?,N/F
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",N/F
Also are you bringing galileo or dobby,N/F
Then why you not responding,N/F
"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",N/F
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,N/F
On the road so cant txt,N/F
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",fraud
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,fraud
Have a good evening! Ttyl,N/F
Hmm .. Bits and pieces lol ... *sighs* ...,N/F
Hahaha..use your brain dear,N/F
Hey. You got any mail?,N/F
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",N/F
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,N/F
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,fraud
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,N/F
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",fraud
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",N/F
Surely result will offer:),N/F
Good Morning my Dear........... Have a great &amp; successful day.,N/F
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,fraud
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",N/F
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,fraud
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,fraud
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,N/F
"Pls send me a comprehensive mail about who i'm paying, when and how much.",N/F
Our Prashanthettan's mother passed away last night. pray for her and family.,N/F
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",fraud
K.k:)when are you going?,N/F
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,N/F
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,N/F
I am in office:)whats the matter..msg me now.i will call you at break:).,N/F
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",N/F
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",fraud
U reach orchard already? U wan 2 go buy tickets first?,N/F
"I am real, baby! I want to bring out your inner tigress...",N/F
No da if you run that it activate the full version da.,N/F
"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""",N/F
Stop the story. I've told him i've returned it and he's saying i should not re order it.,N/F
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,fraud
Going to take your babe out ?,N/F
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,N/F
Spoons it is then okay?,N/F
Did he just say somebody is named tampa,N/F
In work now. Going have in few min.,N/F
Your brother is a genius,N/F
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",N/F
Did u find out what time the bus is at coz i need to sort some stuff out.,N/F
Dude ive been seeing a lotta corvettes lately,N/F
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,fraud
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",N/F
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,fraud
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,fraud
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,fraud
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",N/F
Its going good...no problem..but still need little experience to understand american customer voice...,N/F
I'll text you when I drop x off,N/F
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,N/F
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,N/F
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",fraud
Are you in castor? You need to see something,N/F
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,fraud
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,fraud
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,fraud
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,fraud
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",N/F
I love to give massages. I use lots of baby oil... What is your fave position?,N/F
Dude we should go sup again,N/F
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,N/F
Gibbs unsold.mike hussey,N/F
I like to talk pa but am not able to. I dont know y.,N/F
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,N/F
You unbelievable faglord,N/F
Wife.how she knew the time of murder exactly,N/F
Why do you ask princess?,N/F
I am great princess! What are you thinking about me? :),N/F
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,N/F
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,N/F
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,N/F
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",N/F
Hope you are having a good week. Just checking in,N/F
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",N/F
"Thursday night? Yeah, sure thing, we'll work it out then",N/F
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",fraud
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,N/F
How is it possible to teach you. And where.,N/F
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",N/F
Lovely smell on this bus and it ain't tobacco... ,N/F
"We're all getting worried over here, derek and taylor have already assumed the worst",N/F
Hey what's up charles sorry about the late reply.,N/F
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",fraud
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,N/F
WHITE FUDGE OREOS ARE IN STORES,N/F
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",fraud
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,N/F
I am sorry it hurt you.,N/F
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,N/F
Ok lor but not too early. Me still having project meeting now.,N/F
"Call me da, i am waiting for your call.",N/F
I could ask carlos if we could get more if anybody else can chip in,N/F
Was actually about to send you a reminder today. Have a wonderful weekend,N/F
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don't know that Iam addicted to my sweet Friends..!! BSLVYL",N/F
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,N/F
Dont talk to him ever ok its my word.,N/F
When u wana see it then,N/F
On ma way to school. Can you pls send me ashley's number,N/F
It shall be fine. I have avalarr now. Will hollalater,N/F
She went to attend another two rounds today..but still did't reach home..,N/F
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,N/F
"K, wait chikku..il send aftr  &lt;#&gt; mins",N/F
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,N/F
K:)i will give my kvb acc details:),N/F
Oh all have to come ah?,N/F
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,fraud
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),N/F
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,N/F
So do you have samus shoulders yet,N/F
What time you think you'll have it? Need to know when I should be near campus,N/F
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",fraud
Then dun wear jeans lor...,N/F
"Since when, which side, any fever, any vomitin.",N/F
K:)k.are you in college?,N/F
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",fraud
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,N/F
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),N/F
Theyre doing it to lots of places. Only hospitals and medical places are safe.,N/F
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),fraud
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,N/F
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",N/F
I cant wait to see you! How were the photos were useful? :),N/F
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,fraud
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,N/F
Chk in ur belovd ms dict,N/F
Is that what time you want me to come?,N/F
"Awesome, lemme know whenever you're around",N/F
Shb b ok lor... Thanx...,N/F
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",N/F
Also remember to get dobby's bowl from your car,N/F
Filthy stories and GIRLS waiting for your,fraud
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,N/F
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",N/F
Welp apparently he retired,N/F
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,N/F
Where @,N/F
U sure u can't take any sick time?,N/F
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,fraud
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",N/F
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,N/F
Are you this much buzy,N/F
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,N/F
I am not sure about night menu. . . I know only about noon menu,N/F
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,N/F
Are you willing to go for aptitude class.,N/F
"It wont b until 2.15 as trying 2 sort house out, is that ok?",N/F
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",N/F
"Haha awesome, omw back now then",N/F
Yup i thk so until e shop closes lor.,N/F
what is your account number?,N/F
Eh u send wrongly lar...,N/F
Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,N/F
Ok i shall talk to him,N/F
Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,N/F
Hey you can pay. With salary de. Only  &lt;#&gt; .,N/F
Another month. I need chocolate weed and alcohol.,N/F
If he started searching he will get job in few days.he have great potential and talent.,N/F
Reckon need to be in town by eightish to walk from * carpark.,N/F
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",fraud
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,N/F
Yo guess what I just dropped,N/F
Carlos says he'll be at mu in  &lt;#&gt;  minutes,N/F
I'm in office now . I will call you  &lt;#&gt;  min:),N/F
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",N/F
"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",N/F
Ugh. Gotta drive back to sd from la. My butt is sore.,N/F
26th OF JULY,N/F
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,N/F
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,N/F
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,N/F
"I can't, I don't have her number!",N/F
Change again... It's e one next to escalator...,N/F
Yetunde i'm in class can you not run water on it to make it ok. Pls now.,N/F
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,N/F
Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,N/F
"Aight will do, thanks again for comin out",N/F
No..but heard abt tat..,N/F
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,fraud
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,N/F
&lt;#&gt;  am I think? Should say on syllabus,N/F
Umma. Did she say anything,N/F
Give me a sec to think think about it,N/F
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,fraud
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,N/F
"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",N/F
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",N/F
Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,N/F
"I just got home babe, are you still awake ?",N/F
I dunno they close oredi not... Ü v ma fan...,N/F
Just buy a pizza. Meat lovers or supreme. U get to pick.,N/F
